id,ferrouscount,ferroussize,nonferrouscount,nonferroussize,peakvalue,rms,cf,kurtosis,fm4,na4
44,72,30-40,77,50-60,2.77,5.97,2.7,3.1,1.53,1.28
45,72,30-40,77,50-60,3.01,5.94,2.97,3.02,1.35,1.96
46,72,30-40,77,50-60,2.95,5.93,3.2,2.89,1.9,1.67
47,72,30-40,77,50-60,2.95,5.91,2.88,2.86,1.64,1.86
48,72,30-40,77,50-60,2.92,5.89,3.02,2.88,1.53,1.65
49,72,30-40,77,50-60,2.89,5.78,3.55,2.98,1.72,1.36
50,72,30-40,77,50-60,2.86,5.98,3.42,2.95,1.24,1.34
51,75,30-40,77,50-60,2.95,6.05,3.26,2.95,1.32,1.23
52,75,30-40,77,50-60,2.95,6.06,3.98,2.77,1.02,1.35
53,75,30-40,77,50-60,2.89,6.1,4.06,3.01,1.2,1.62
54,75,30-40,77,50-60,2.86,6.12,4.25,3.07,1.01,1.31
55,75,30-40,77,50-60,4.25,5.89,4.11,3.11,1.64,1.91
56,75,30-40,77,50-60,2.89,5.91,4.09,2.98,1.82,1.66
57,75,30-40,77,50-60,2.92,5.89,3.96,3.07,1.99,1.34
58,75,30-40,77,50-60,2.89,5.78,3.75,3.03,1.64,1.22
59,75,30-40,77,50-60,2.86,5.98,3.26,2.88,1.56,1.66
60,75,30-40,77,50-60,2.88,6.02,3.54,2.79,1.67,1.53
61,78,30-40,77,50-60,4,5.97,3.53,2.99,1.9,1.24
62,78,30-40,77,50-60,3.89,5.94,4.03,2.95,1.64,1.5
63,78,30-40,77,50-60,3.56,5.93,4.22,2.89,1.24,2.01
64,78,30-40,77,50-60,2.97,5.91,3.89,2.83,1.36,1.76
65,78,30-40,77,50-60,2.65,5.89,3.56,2.77,1.68,1.35
66,78,30-40,77,50-60,2.99,5.78,2.97,3.01,1.95,1.9
67,78,30-40,77,50-60,2.45,5.98,3.2,3.07,1.54,1.64
68,78,30-40,77,50-60,3.65,6.05,2.85,2.95,1.27,1.9
69,78,30-40,77,50-60,3.01,6.06,2.84,2.95,1.36,1.64
70,78,30-40,77,50-60,3.07,6.1,2.68,2.92,1.67,1.53
71,78,30-40,77,50-60,2.85,6.12,2.53,2.89,1.9,1.68
72,78,30-40,77,50-60,2.84,5.89,4.22,2.86,1.64,1.2
73,78,30-40,77,50-60,2.95,5.91,3.89,2.88,1.53,1.43
74,78,30-40,77,50-60,2.89,5.89,4.66,2.98,2.01,1.34
75,78,30-40,77,50-60,2.83,5.78,3.89,3,1.5,1.64
76,78,30-40,77,50-60,2.77,5.98,3.88,3.07,1.55,1.24
77,78,30-40,77,50-60,2.89,6.02,3.87,3.03,1.24,1.67
78,78,30-40,77,50-60,2.95,5.97,3.86,2.88,1.32,1.6
79,78,30-40,77,50-60,2.98,5.94,2.68,2.79,1.62,1.24
80,78,30-40,77,50-60,3,5.93,2.53,2.95,1.34,1.68
81,78,30-40,77,50-60,3.07,5.91,4.22,3.1,1.64,1.2
82,78,30-40,77,50-60,2.98,5.89,3.88,3.02,1.76,0.7
83,78,30-40,77,50-60,3,5.78,2.87,2.98,1.98,2.2
84,78,30-40,77,50-60,3.03,5.98,2.65,2.89,1.45,1.9
85,78,30-40,77,50-60,3.05,6.05,2.99,2.99,1.56,1.64
86,78,30-40,77,50-60,2.99,6.06,2.45,3.06,1.5,1.53
87,78,30-40,77,50-60,2.45,6.1,3.65,3.03,2.2,1.38
88,78,30-40,77,50-60,3.65,6.12,3.85,3.05,1.9,1.83
89,78,30-40,77,50-60,3.85,5.89,3.84,3.08,1.6,1.76
90,78,30-40,77,50-60,2.98,5.91,3.21,3.09,1.24,1.34
91,78,30-40,77,50-60,3.08,5.89,3.63,3.11,1.67,1
92,78,30-40,77,50-60,3.09,5.78,3.99,3.07,1.38,1.64
93,78,30-40,77,50-60,3.11,5.98,3.59,3.06,1.68,1.75
94,78,30-40,77,50-60,2.97,6.02,3.84,3.09,1.2,1.52
95,78,30-40,77,50-60,3.07,5.97,3.83,3.01,1.34,1.36
96,78,30-40,77,50-60,3.01,5.94,3.56,2.99,1.53,1.02
97,78,30-40,77,50-60,2.99,5.93,2.97,2.98,1.73,1.06
98,78,30-40,77,50-60,2.98,5.91,2.83,3.08,1.2,0.85
99,78,30-40,77,50-60,3.1,5.89,2.54,3.09,1.43,0.7
100,78,30-40,77,50-60,3.02,5.78,3.56,3.11,1.36,2.2
101,78,30-40,77,50-60,2.88,5.98,2.97,3.07,1.02,1.9
102,78,30-40,77,50-60,3.02,6.05,3.2,3.06,1.06,1.6
103,78,30-40,77,50-60,2.95,6.06,2.88,2.99,1.11,1.25
104,78,30-40,77,50-60,2.77,6.1,2.7,3.1,1.53,1.28
105,78,30-40,77,50-60,3.01,6.12,2.97,3.02,1.35,1.96
106,78,30-40,77,50-60,2.95,5.89,3.2,2.89,1.9,1.67
107,78,30-40,77,50-60,2.95,5.91,2.88,2.86,1.64,1.86
108,78,30-40,77,50-60,2.92,5.89,3.02,2.88,1.53,1.65
109,78,30-40,77,50-60,2.89,5.78,3.55,2.98,1.72,1.36
110,78,30-40,77,50-60,2.86,5.98,3.42,2.95,1.24,1.34
111,78,30-40,77,50-60,2.95,6.02,3.26,2.95,1.32,1.23
112,78,30-40,77,50-60,2.95,5.97,3.98,2.77,1.02,1.35
113,78,30-40,77,50-60,2.89,5.94,4.06,3.01,1.2,1.62
114,78,30-40,77,50-60,2.86,5.93,4.25,3.07,1.01,1.31
115,78,30-40,77,50-60,4.25,5.91,4.11,3.11,1.64,1.91
116,78,30-40,77,50-60,2.89,5.89,4.09,2.98,1.82,1.66
117,78,30-40,77,50-60,2.92,5.78,3.96,3.07,1.99,1.34
118,78,30-40,77,50-60,2.89,5.98,3.75,3.03,1.64,1.22
119,78,30-40,77,50-60,2.86,6.05,3.26,2.88,1.56,1.66
120,78,30-40,77,50-60,2.88,6.06,3.54,2.79,1.67,1.53
121,78,30-40,77,50-60,4,6.1,3.53,2.99,1.9,1.24
122,78,30-40,77,50-60,3.89,6.12,4.03,2.95,1.64,1.5
123,78,30-40,77,50-60,3.56,5.89,4.22,2.89,1.24,2.01
124,78,30-40,77,50-60,2.97,5.91,3.89,2.83,1.36,1.76
125,78,30-40,77,50-60,2.65,5.89,3.56,2.77,1.68,1.35
126,78,30-40,77,50-60,2.99,5.78,2.97,3.01,1.95,1.9
127,78,30-40,77,50-60,2.45,5.98,3.2,3.07,1.54,1.64
128,78,30-40,77,50-60,3.65,6.02,2.85,2.95,1.27,1.9
129,78,30-40,77,50-60,3.01,5.97,2.84,2.95,1.36,1.64
130,78,30-40,77,50-60,3.07,5.94,2.68,2.92,1.67,1.53
131,78,30-40,77,50-60,2.85,5.93,2.53,2.89,1.9,1.68
132,78,30-40,77,50-60,2.84,5.91,4.22,2.86,1.64,1.2
133,78,30-40,77,50-60,2.95,5.89,3.89,2.88,1.53,1.43
134,78,30-40,77,50-60,2.89,5.78,4.66,2.98,2.01,1.34
135,78,30-40,77,50-60,2.83,5.98,3.89,3,1.5,1.64
136,78,30-40,77,50-60,2.77,6.05,3.88,3.07,1.55,1.24
137,78,30-40,77,50-60,2.89,6.06,3.87,3.03,1.24,1.67
138,78,30-40,77,50-60,2.95,6.1,3.86,2.88,1.32,1.6
139,78,30-40,77,50-60,2.98,6.12,2.68,2.79,1.62,1.24
140,78,30-40,77,50-60,3,5.89,2.53,2.95,1.34,1.68
141,78,30-40,77,50-60,3.07,5.91,4.22,3.1,1.64,1.2
142,78,30-40,77,50-60,2.98,5.89,3.88,3.02,1.76,0.7
143,78,30-40,77,50-60,3,5.78,2.87,2.98,1.98,2.2
144,78,30-40,77,50-60,3.03,5.98,2.65,2.89,1.45,1.9
145,78,30-40,77,50-60,3.05,6.02,2.99,2.99,1.56,1.64
146,78,30-40,77,50-60,2.99,5.97,2.45,3.06,1.5,1.53
147,78,30-40,77,50-60,2.45,5.94,3.65,3.03,2.2,1.38
148,78,30-40,77,50-60,3.65,5.93,3.85,3.05,1.9,1.83
149,78,30-40,77,50-60,3.85,5.91,3.84,3.08,1.6,1.76
150,78,30-40,77,50-60,2.98,5.89,3.21,3.09,1.24,1.34
151,78,30-40,77,50-60,3.08,5.78,3.63,3.11,1.67,1
152,78,30-40,77,50-60,3.09,5.98,3.99,3.07,1.38,1.64
153,78,30-40,77,50-60,3.11,6.05,3.59,3.06,1.68,1.75
154,78,30-40,77,50-60,2.97,6.06,3.84,3.09,1.2,1.52
155,78,30-40,77,50-60,3.07,6.1,3.83,3.01,1.34,1.36
156,78,30-40,77,50-60,3.01,6.12,3.56,2.99,1.53,1.02
157,78,30-40,77,50-60,2.99,5.89,2.97,2.98,1.73,1.06
158,78,30-40,77,50-60,2.98,5.91,2.83,3.08,1.2,0.85
159,78,30-40,77,50-60,3.1,5.89,2.54,3.09,1.43,0.7
160,78,30-40,77,50-60,3.02,5.78,3.56,3.11,1.36,2.2
161,78,30-40,77,50-60,2.88,5.98,2.97,3.07,1.02,1.9
162,78,30-40,77,50-60,3.02,6.02,3.2,3.06,1.06,1.6
163,78,30-40,77,50-60,2.95,5.97,2.88,2.99,1.11,1.25
164,78,30-40,77,50-60,2.77,5.94,2.7,3.1,1.53,1.28
165,78,30-40,77,50-60,3.01,5.93,2.97,3.02,1.35,1.96
166,78,30-40,77,50-60,2.95,5.91,3.2,2.89,1.9,1.67
167,78,30-40,77,50-60,2.95,5.89,2.88,2.86,1.64,1.86
168,78,30-40,77,50-60,2.92,5.78,3.02,2.88,1.53,1.65
169,78,30-40,77,50-60,2.89,5.98,3.55,2.98,1.72,1.36
170,78,30-40,77,50-60,2.86,6.05,3.42,2.95,1.24,1.34
171,78,30-40,77,50-60,2.95,6.06,3.26,2.95,1.32,1.23
172,78,30-40,77,50-60,2.95,6.1,3.98,2.77,1.02,1.35
173,78,30-40,77,50-60,2.89,6.12,4.06,3.01,1.2,1.62
174,78,30-40,77,50-60,2.86,5.89,4.25,3.07,1.01,1.31
175,78,30-40,77,50-60,4.25,5.91,4.11,3.11,1.64,1.91
176,78,30-40,77,50-60,2.89,5.89,4.09,2.98,1.82,1.66
177,78,30-40,77,50-60,2.92,5.78,3.96,3.07,1.99,1.34
178,78,30-40,77,50-60,2.89,5.98,3.75,3.03,1.64,1.22
179,78,30-40,77,50-60,2.86,6.02,3.26,2.88,1.56,1.66
180,78,30-40,77,50-60,2.88,5.97,3.54,2.79,1.67,1.53
181,78,30-40,77,50-60,4,5.94,3.53,2.99,1.9,1.24
182,78,30-40,77,50-60,3.89,5.93,4.03,2.95,1.64,1.5
183,78,30-40,77,50-60,3.56,5.91,4.22,2.89,1.24,2.01
184,78,30-40,77,50-60,2.97,5.89,3.89,2.83,1.36,1.76
185,78,30-40,77,50-60,2.65,5.78,3.56,2.77,1.68,1.35
186,78,30-40,77,50-60,2.99,5.98,2.97,3.01,1.95,1.9
187,78,30-40,77,50-60,2.45,6.05,3.2,3.07,1.54,1.64
188,78,30-40,77,50-60,3.65,6.06,2.85,2.95,1.27,1.9
189,78,30-40,77,50-60,3.01,6.1,2.84,2.95,1.36,1.64
190,78,30-40,77,50-60,3.07,6.12,2.68,2.92,1.67,1.53
191,78,30-40,77,50-60,2.85,5.89,2.53,2.89,1.9,1.68
192,78,30-40,77,50-60,2.84,5.91,4.22,2.86,1.64,1.2
193,78,30-40,77,50-60,2.95,5.89,3.89,2.88,1.53,1.43
194,78,30-40,77,50-60,2.89,5.78,4.66,2.98,2.01,1.34
195,78,30-40,77,50-60,2.83,5.98,3.89,3,1.5,1.64
196,78,30-40,77,50-60,2.77,6.02,3.88,3.07,1.55,1.24
197,78,30-40,77,50-60,2.89,5.97,3.87,3.03,1.24,1.67
198,78,30-40,77,50-60,2.95,5.94,3.86,2.88,1.32,1.6
199,78,30-40,77,50-60,2.98,5.93,2.68,2.79,1.62,1.24
200,78,30-40,77,50-60,3,5.91,2.53,2.95,1.34,1.68
201,78,30-40,77,50-60,3.07,5.89,4.22,3.1,1.64,1.2
202,78,30-40,77,50-60,2.98,5.78,3.88,3.02,1.76,0.7
203,78,30-40,77,50-60,3,5.98,2.87,2.98,1.98,2.2
204,78,30-40,77,50-60,3.03,6.05,2.65,2.89,1.45,1.9
205,78,30-40,77,50-60,3.05,6.06,2.99,2.99,1.56,1.64
206,78,30-40,77,50-60,2.99,6.1,2.45,3.06,1.5,1.53
207,78,30-40,77,50-60,2.45,6.12,3.65,3.03,2.2,1.38
208,78,30-40,77,50-60,3.65,5.89,3.85,3.05,1.9,1.83
209,78,30-40,77,50-60,3.85,5.91,3.84,3.08,1.6,1.76
210,78,30-40,77,50-60,2.98,5.89,3.21,3.09,1.24,1.34
211,78,30-40,77,50-60,3.08,5.78,3.63,3.11,1.67,1
212,78,30-40,77,50-60,3.09,5.98,3.99,3.07,1.38,1.64
213,78,30-40,77,50-60,3.11,6.02,3.59,3.06,1.68,1.75
214,78,30-40,77,50-60,2.97,5.97,3.84,3.09,1.2,1.52
215,78,30-40,77,50-60,3.07,5.94,3.83,3.01,1.34,1.36
216,78,30-40,77,50-60,3.01,5.93,3.56,2.99,1.53,1.02
217,78,30-40,77,50-60,2.99,5.91,2.97,2.98,1.73,1.06
218,78,30-40,77,50-60,2.98,5.89,2.83,3.08,1.2,0.85
219,78,30-40,77,50-60,3.1,5.78,2.54,3.09,1.43,0.7
220,78,30-40,77,50-60,3.02,5.98,3.56,3.11,1.36,2.2
221,78,30-40,77,50-60,2.88,6.05,2.97,3.07,1.02,1.9
222,78,30-40,77,50-60,3.02,6.06,3.2,3.06,1.06,1.6
223,78,30-40,77,50-60,2.95,6.1,2.88,2.99,1.11,1.25
224,78,30-40,77,50-60,2.77,6.12,2.7,3.1,1.53,1.28
225,78,30-40,77,50-60,3.01,5.89,2.97,3.02,1.35,1.96
226,78,30-40,77,50-60,2.95,5.91,3.2,2.89,1.9,1.67
227,78,30-40,77,50-60,2.95,5.89,2.88,2.86,1.64,1.86
228,78,30-40,77,50-60,2.92,5.78,3.02,2.88,1.53,1.65
229,78,30-40,77,50-60,2.89,5.98,3.55,2.98,1.72,1.36
230,78,30-40,77,50-60,2.86,6.02,3.42,2.95,1.24,1.34
231,78,30-40,77,50-60,2.95,5.97,3.26,2.95,1.32,1.23
232,78,30-40,77,50-60,2.95,5.94,3.98,2.77,1.02,1.35
233,78,30-40,77,50-60,2.89,5.93,4.06,3.01,1.2,1.62
234,78,30-40,77,50-60,2.86,5.91,4.25,3.07,1.01,1.31
235,78,30-40,77,50-60,4.25,5.89,4.11,3.11,1.64,1.91
236,78,30-40,77,50-60,2.89,5.78,4.09,2.98,1.82,1.66
237,78,30-40,77,50-60,2.92,5.98,3.96,3.07,1.99,1.34
238,78,30-40,77,50-60,2.89,6.05,3.75,3.03,1.64,1.22
239,78,30-40,77,50-60,2.86,6.06,3.26,2.88,1.56,1.66
240,78,30-40,77,50-60,2.88,6.1,3.54,2.79,1.67,1.53
241,78,30-40,77,50-60,4,6.12,3.53,2.99,1.9,1.24
242,78,30-40,77,50-60,3.89,5.89,4.03,2.95,1.64,1.5
243,78,30-40,77,50-60,3.56,5.91,4.22,2.89,1.24,2.01
244,78,30-40,77,50-60,2.97,5.89,3.89,2.83,1.36,1.76
245,78,30-40,77,50-60,2.65,5.78,3.56,2.77,1.68,1.35
246,78,30-40,77,50-60,2.99,5.98,2.97,3.01,1.95,1.9
247,78,30-40,77,50-60,2.45,6.02,3.2,3.07,1.54,1.64
248,78,30-40,77,50-60,3.65,5.97,2.85,2.95,1.27,1.9
249,78,30-40,77,50-60,3.01,5.94,2.84,2.95,1.36,1.64
250,78,30-40,77,50-60,3.07,5.93,2.68,2.92,1.67,1.53
251,78,30-40,77,50-60,2.85,5.91,2.53,2.89,1.9,1.68
252,78,30-40,77,50-60,2.84,5.89,4.22,2.86,1.64,1.2
253,78,30-40,77,50-60,2.95,5.78,3.89,2.88,1.53,1.43
254,78,30-40,77,50-60,2.89,5.98,4.66,2.98,2.01,1.34
255,78,30-40,77,50-60,2.83,6.05,3.89,3,1.5,1.64
256,78,30-40,77,50-60,2.77,6.06,3.88,3.07,1.55,1.24
257,78,30-40,77,50-60,2.89,6.1,3.87,3.03,1.24,1.67
258,78,30-40,77,50-60,2.95,6.12,3.86,2.88,1.32,1.6
259,78,30-40,77,50-60,2.98,5.89,2.68,2.79,1.62,1.24
260,78,30-40,77,50-60,3,5.91,2.53,2.95,1.34,1.68
261,78,30-40,77,50-60,3.07,5.89,4.22,3.1,1.64,1.2
262,78,30-40,77,50-60,2.98,5.78,3.88,3.02,1.76,0.7
263,78,30-40,77,50-60,3,5.98,2.87,2.98,1.98,2.2
264,78,30-40,77,50-60,3.03,6.02,2.65,2.89,1.45,1.9
265,78,30-40,77,50-60,3.05,5.97,2.99,2.99,1.56,1.64
266,78,30-40,77,50-60,2.99,5.94,2.45,3.06,1.5,1.53
267,78,30-40,77,50-60,2.45,5.93,3.65,3.03,2.2,1.38
268,78,30-40,77,50-60,3.65,5.91,3.85,3.05,1.9,1.83
269,78,30-40,77,50-60,3.85,5.89,3.84,3.08,1.6,1.76
270,78,30-40,77,50-60,2.98,5.78,3.21,3.09,1.24,1.34
271,78,30-40,77,50-60,3.08,5.98,3.63,3.11,1.67,1
272,78,30-40,77,50-60,3.09,6.05,3.99,3.07,1.38,1.64
273,78,30-40,77,50-60,3.11,6.06,3.59,3.06,1.68,1.75
274,78,30-40,77,50-60,2.97,6.1,3.84,3.09,1.2,1.52
275,78,30-40,77,50-60,3.07,6.12,3.83,3.01,1.34,1.36
276,78,30-40,77,50-60,3.01,5.89,3.56,2.99,1.53,1.02
277,78,30-40,77,50-60,2.99,5.91,2.97,2.98,1.73,1.06
278,78,30-40,77,50-60,2.98,5.89,2.83,3.08,1.2,0.85
279,78,30-40,77,50-60,3.1,5.78,2.54,3.09,1.43,0.7
280,78,30-40,77,50-60,3.02,5.98,3.56,3.11,1.36,2.2
281,78,30-40,77,50-60,2.88,6.02,2.97,3.07,1.02,1.9
282,78,30-40,77,50-60,3.02,5.97,3.2,3.06,1.06,1.6
283,78,30-40,77,50-60,2.95,5.94,2.88,2.99,1.11,1.25
284,78,30-40,77,50-60,2.77,5.93,2.7,3.1,1.53,1.28
285,78,30-40,77,50-60,3.01,5.91,2.97,3.02,1.35,1.96
286,78,30-40,77,50-60,2.95,5.89,3.2,2.89,1.9,1.67
287,78,30-40,77,50-60,2.95,5.78,2.88,2.86,1.64,1.86
288,78,30-40,77,50-60,2.92,5.98,3.02,2.88,1.53,1.65
289,78,30-40,77,50-60,2.89,6.05,3.55,2.98,1.72,1.36
290,78,30-40,77,50-60,2.86,6.06,3.42,2.95,1.24,1.34
291,78,30-40,77,50-60,2.95,6.1,3.26,2.95,1.32,1.23
292,78,30-40,77,50-60,2.95,6.12,3.98,2.77,1.02,1.35
293,78,30-40,77,50-60,2.89,5.89,4.06,3.01,1.2,1.62
294,78,30-40,77,50-60,2.86,5.91,4.25,3.07,1.01,1.31
295,78,30-40,77,50-60,4.25,5.89,4.11,3.11,1.64,1.91
296,78,30-40,77,50-60,2.89,5.78,4.09,2.98,1.82,1.66
297,78,30-40,77,50-60,2.92,5.98,3.96,3.07,1.99,1.34
298,78,30-40,77,50-60,2.89,6.02,3.75,3.03,1.64,1.22
299,78,30-40,77,50-60,2.86,5.97,3.26,2.88,1.56,1.66
0,78,30-40,77,50-60,2.88,5.94,3.54,2.79,1.67,1.53
